식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처코드,출처명,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,제공기관코드,제공기관명
D220-737000000-0355,스무디_카라멜커피프라페 아이스(ICED) (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,95,,1.69,,,,10.63,,,,,,46,,,,,,,,,,2.42,,3,식품의약품안전처,414g(,투썸 플레이스,2,수집,2022-07-12,2023-01-05,1471000,식품의약품안전처
D220-737000000-0356,스무디_카라멜플랫치노,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,86,,0.50,,,,9.79,,,,,,46,,,,,,,,,,3.70,,3,식품의약품안전처,414g(,이디야,2,수집,2022-07-08,2023-01-05,1471000,식품의약품안전처
D220-737000000-0357,스무디_카페 코코다,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,71,,0.65,,,10.39,9.31,,,,,,29,,,,,,,,,,1.06,,3,식품의약품안전처,462g(,엔젤리너스,2,수집,2022-06-27,2023-01-05,1471000,식품의약품안전처
D220-737000000-0358,스무디_커피 드로잉 말차 프라푸치노 (Tall),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,108,,2.25,,,,14.08,,,,,,54,,,,,,,,,,3.10,,3,식품의약품안전처,355g(,스타벅스,2,수집,2022-06-24,2023-01-05,1471000,식품의약품안전처
D220-737000000-0359,스무디_커피밀크쉐이크 아이스(ICED) (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,97,,1.21,,,,7.25,,,,,,24,,,,,,,,,,3.14,,3,식품의약품안전처,414g(,투썸 플레이스,2,수집,2022-07-12,2023-01-05,1471000,식품의약품안전처
D220-737000000-0360,스무디_커피프라페,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,71,,1.08,,,,4.89,,,,,,23,,,,,,,,,,1.93,,3,식품의약품안전처,591g(,메가커피,2,수집,2022-07-06,2023-01-05,1471000,식품의약품안전처
D220-737000000-0361,스무디_커피플랫치노,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,44,,0.39,,,,6.31,,,,,,28,,,,,,,,,,0.85,,3,식품의약품안전처,414g(,이디야,2,수집,2022-07-08,2023-01-05,1471000,식품의약품안전처
D220-737000000-0362,스무디_코코넛 그린티,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,142,,2.82,,,,20.56,,,,,,52,,,,,,,,,,3.10,,3,식품의약품안전처,355g(,커피에 반하다,2,수집,2022-07-11,2023-01-05,1471000,식품의약품안전처
D220-737000000-0363,스무디_코코넛 더치,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,123,,2.25,,,,14.37,,,,,,45,,,,,,,,,,2.82,,3,식품의약품안전처,355g(,커피에 반하다,2,수집,2022-07-11,2023-01-05,1471000,식품의약품안전처
D220-737000000-0364,스무디_코코넛 마블 애플망고 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,54,,0.29,,,,9.25,,,,,,11,,,,,,,,,,0.81,,3,식품의약품안전처,480g(,요거프레소,2,수집,2022-07-04,2023-01-05,1471000,식품의약품안전처
D220-737000000-0365,스무디_코코넛 아이스샷,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,112,,1.69,,,,10.84,,,,,,51,,,,,,,,,,4.10,,3,식품의약품안전처,415g(,토프레소,2,수집,2022-07-11,2023-01-05,1471000,식품의약품안전처
D220-737000000-0366,스무디_코코넛 카페 요프치노,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,70,,2.22,,,,13.33,,,,,,20,,,,,,,,,,0.56,,3,식품의약품안전처,360g(,요거프레소,2,수집,2022-07-04,2023-01-05,1471000,식품의약품안전처
D220-737000000-0367,스무디_코코넛 커피 그라니따 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,91,,1.40,,,,10.93,,,,,,30,,,,,,,,,,2.79,,3,식품의약품안전처,430g(,파스쿠찌,2,수집,2022-07-11,2023-01-05,1471000,식품의약품안전처
D220-737000000-0368,스무디_코코넛 쿠앤크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,143,,2.82,,,,16.06,,,,,,56,,,,,,,,,,3.38,,3,식품의약품안전처,355g(,커피에 반하다,2,수집,2022-07-11,2023-01-05,1471000,식품의약품안전처
D220-737000000-0369,스무디_코코프레소,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,130,,2.25,,,,17.46,,,,,,46,,,,,,,,,,2.82,,3,식품의약품안전처,355g(,커피에 반하다,2,수집,2022-07-11,2023-01-05,1471000,식품의약품안전처
D220-737000000-0370,스무디_콜드브루 할리치노,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,59,,1.13,,,,9.04,,,,,,46,,,,,,,,,,0.93,,3,식품의약품안전처,354g(,할리스,2,수집,2022-07-11,2023-01-05,1471000,식품의약품안전처
D220-737000000-0371,스무디_콜라겐 요거트스무디,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,85,,1.91,1.28,,16.17,14.68,,,,,,76,,,,,,,,,3.40,0.85,,3,식품의약품안전처,470g(,탐앰탐스,2,수집,2022-07-13,2023-01-05,1471000,식품의약품안전처
D220-737000000-0372,스무디_쿠앤크 블렌디드,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,108,,1.45,,,,11.81,,,,,,95,,,,,,,,,,3.13,,3,식품의약품안전처,415g(,토프레소,2,수집,2022-07-11,2023-01-05,1471000,식품의약품안전처
D220-737000000-0373,스무디_쿠앤크 요프치노,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,108,,1.39,,,,8.89,,,,,,62,,,,,,,,,,3.89,,3,식품의약품안전처,360g(,요거프레소,2,수집,2022-07-04,2023-01-05,1471000,식품의약품안전처
D220-737000000-0374,스무디_쿠앤크 프라페,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,179,,3.66,,,,14.37,,,,,,54,,,,,,,,,,4.51,,3,식품의약품안전처,355g(,커피에 반하다,2,수집,2022-07-11,2023-01-05,1471000,식품의약품안전처
D220-737000000-0375,스무디_쿠크팝 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,146,,2.33,,,,20.20,,,,,,90,,,,,,,,,,5.58,,3,식품의약품안전처,558g(,커피마마,2,수집,2022-07-07,2023-01-05,1471000,식품의약품안전처
D220-737000000-0376,스무디_쿠크팝 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,136,,1.87,,,,13.09,,,,,,81,,,,,,,,,,5.04,,3,식품의약품안전처,417g(,커피마마,2,수집,2022-07-07,2023-01-05,1471000,식품의약품안전처
D220-737000000-0377,스무디_쿠키 밀크 쉐이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,115,,3.06,,,,13.33,,,,,,64,,,,,,,,,,1.94,,3,식품의약품안전처,360g(,요거프레소,2,수집,2022-07-04,2023-01-05,1471000,식품의약품안전처
D220-737000000-0378,스무디_쿠키 프라페,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,104,,1.53,4.55,,104.00,8.04,,,,,,70,,,,,,,,,0.00,3.43,0.04,3,식품의약품안전처,100g(,카페봄봄,2,수집,2022-07-04,2023-01-05,1471000,식품의약품안전처
D220-737000000-0379,스무디_쿠키&크림 스노우,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,111,,1.69,,,20.72,7.16,,,,,,91,,,,,,,,,,1.32,,3,식품의약품안전처,531g(,엔젤리너스,2,수집,2022-06-27,2023-01-05,1471000,식품의약품안전처
D220-737000000-0380,스무디_쿠키앤크림 탐앤치노,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,83,,1.28,1.70,,15.74,11.91,,,,,,22,,,,,,,,,6.38,1.06,,3,식품의약품안전처,470g(,탐앰탐스,2,수집,2022-07-13,2023-01-05,1471000,식품의약품안전처
D220-737000000-0381,스무디_쿠키앤크림 프라노베,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,82,,1.50,,,,12.36,,,,,,84,,,,,,,,,,1.36,,3,식품의약품안전처,360g(,커피베이,2,수집,2022-07-08,2023-01-05,1471000,식품의약품안전처
D220-737000000-0382,스무디_쿠키크런치빽스치노 소프트,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,126,,2.00,,,,13.76,,,,,,38,,,,,,,,,,3.07,,3,식품의약품안전처,749g(,빽다방,2,수집,2022-06-23,2023-01-05,1471000,식품의약품안전처
D220-737000000-0383,스무디_쿠키크런치빽스치노,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,122,,2.07,,,,14.80,,,,,,39,,,,,,,,,,2.39,,3,식품의약품안전처,629g(,빽다방,2,수집,2022-06-23,2023-01-05,1471000,식품의약품안전처
D220-737000000-0384,스무디_쿠키프라페,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,108,,1.66,,,,6.67,,,,,,56,,,,,,,,,,2.86,,3,식품의약품안전처,591g(,메가커피,2,수집,2022-07-06,2023-01-05,1471000,식품의약품안전처
D220-737000000-0385,스무디_쿨캔디 팝핑스무디,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,110,,0.07,,,,10.51,,,,,,32,,,,,,,,,,0.09,,3,식품의약품안전처,600g(,요거프레소,2,수집,2022-07-04,2023-01-05,1471000,식품의약품안전처
D220-737000000-0386,스무디_키위 스무디,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,81,,0.72,,,,15.66,,,,,,19,,,,,,,,,,0.48,,3,식품의약품안전처,415g(,토프레소,2,수집,2022-07-11,2023-01-05,1471000,식품의약품안전처
D220-737000000-0387,스무디_키위 스무벨라,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,70,,0.00,,,,14.06,,,,,,13,,,,,,,,,,0.00,,3,식품의약품안전처,360g(,커피베이,2,수집,2022-07-08,2023-01-05,1471000,식품의약품안전처
D220-737000000-0388,스무디_키위 요거트 프로스트 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,88,,1.23,,,,16.33,,,,,,19,,,,,,,,,,0.51,,3,식품의약품안전처,455g(,커피마마,2,수집,2022-07-07,2023-01-05,1471000,식품의약품안전처
D220-737000000-0389,스무디_키위 요거트 프로스트 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,79,,1.13,,,,14.78,,,,,,17,,,,,,,,,,0.45,,3,식품의약품안전처,335g(,커피마마,2,수집,2022-07-07,2023-01-05,1471000,식품의약품안전처
D220-737000000-0390,스무디_타로 버블 프로스트 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,139,,1.12,,,,17.13,,,,,,51,,,,,,,,,,1.42,,3,식품의약품안전처,464g(,커피마마,2,수집,2022-07-07,2023-01-05,1471000,식품의약품안전처
D220-737000000-0391,스무디_타로 버블 프로스트 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,97,,0.70,,,,11.96,,,,,,38,,,,,,,,,,1.15,,3,식품의약품안전처,383g(,커피마마,2,수집,2022-07-07,2023-01-05,1471000,식품의약품안전처
D220-737000000-0392,스무디_토피넛 프라노베,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,128,,1.81,,,,15.39,,,,,,65,,,,,,,,,,4.00,,3,식품의약품안전처,360g(,커피베이,2,수집,2022-07-08,2023-01-05,1471000,식품의약품안전처
D220-737000000-0393,스무디_토피넛 플랫치노,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,128,,1.45,,,,14.73,,,,,,60,,,,,,,,,,4.59,,3,식품의약품안전처,414g(,이디야,2,수집,2022-07-08,2023-01-05,1471000,식품의약품안전처
D220-737000000-0394,스무디_트위스트 피치 요거트 블렌디드 (Grande),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,82,,0.63,,,,14.38,,,,,,14,,,,,,,,,,0.25,,3,식품의약품안전처,473g(,스타벅스,2,수집,2022-06-24,2023-01-05,1471000,식품의약품안전처
D220-737000000-0395,스무디_파인비타 그라니따 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,74,,0.00,,,,17.01,,,,,,5,,,,,,,,,,0.00,,3,식품의약품안전처,435g(,파스쿠찌,2,수집,2022-07-11,2023-01-05,1471000,식품의약품안전처
D220-737000000-0396,스무디_파인애플망고스무디,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,48,,0.04,,,,10.70,,,,,,0,,,,,,,,,,,,3,식품의약품안전처,355g(,커피에 반하다,2,수집,2022-07-11,2023-01-05,1471000,식품의약품안전처
D220-737000000-0397,스무디_팥 마시빙,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,123,,1.54,,,,6.97,,,,,,28,,,,,,,,,,0.57,,3,식품의약품안전처,600g(,요거프레소,2,수집,2022-07-04,2023-01-05,1471000,식품의약품안전처
D220-737000000-0398,스무디_퍼플 사워 블렌디드 (Tall),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,72,,0.00,,,,18.03,,,,,,18,,,,,,,,,,0.00,,3,식품의약품안전처,355g(,스타벅스,2,수집,2022-06-24,2023-01-05,1471000,식품의약품안전처
D220-737000000-0399,스무디_폭탄프라페,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,110,,1.07,5.53,,14.00,13.60,,,,,,31,,,,,,,,,0.00,4.60,0.08,3,식품의약품안전처,100g(,카페봄봄,2,수집,2022-07-04,2023-01-05,1471000,식품의약품안전처
D220-737000000-0400,스무디_퐁당치노 미숫가루,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,104,,2.87,,,,12.50,,,,,,36,,,,,,,,,,1.52,,3,식품의약품안전처,592g(,빽다방,2,수집,2022-06-23,2023-01-05,1471000,식품의약품안전처
D220-737000000-0401,스무디_퐁당치노 바닐라,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,93,,2.07,,,,11.30,,,,,,40,,,,,,,,,,1.69,,3,식품의약품안전처,531g(,빽다방,2,수집,2022-06-23,2023-01-05,1471000,식품의약품안전처
D220-737000000-0402,스무디_퐁당치노 원조커피,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,94,,1.69,,,,8.61,,,,,,17,,,,,,,,,,2.20,,3,식품의약품안전처,592g(,빽다방,2,수집,2022-06-23,2023-01-05,1471000,식품의약품안전처
D220-737000000-0403,스무디_플레인 리얼요거트 프라페노 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,92,,1.56,,,,16.67,,,,,,18,,,,,,,,,,0.60,,3,식품의약품안전처,450g(,카페베네,2,수집,2022-07-05,2023-01-05,1471000,식품의약품안전처
D220-737000000-0404,스무디_플레인 리얼요거트 프라페노 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,92,,1.67,,,,16.67,,,,,,18,,,,,,,,,,0.61,,3,식품의약품안전처,360g(,카페베네,2,수집,2022-07-05,2023-01-05,1471000,식품의약품안전처
D220-737000000-0405,스무디_플레인 밀크 쉐이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,97,,2.78,,,,13.89,,,,,,35,,,,,,,,,,1.11,,3,식품의약품안전처,360g(,요거프레소,2,수집,2022-07-04,2023-01-05,1471000,식품의약품안전처
D220-737000000-0406,스무디_플레인 요거 프라노베,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,83,,2.22,,,,13.33,,,,,,33,,,,,,,,,,1.04,,3,식품의약품안전처,360g(,커피베이,2,수집,2022-07-08,2023-01-05,1471000,식품의약품안전처
D220-737000000-0407,스무디_플레인 요거트 그라니따 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,100,,1.78,,,,20.44,,,,,,29,,,,,,,,,,0.78,,3,식품의약품안전처,450g(,파스쿠찌,2,수집,2022-07-11,2023-01-05,1471000,식품의약품안전처
D220-737000000-0408,스무디_플레인 요거트 쉐이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,116,,2.06,,,,4.17,,,,,,38,,,,,,,,,,4.17,,3,식품의약품안전처,360g(,요거프레소,2,수집,2022-07-04,2023-01-05,1471000,식품의약품안전처
D220-737000000-0409,스무디_플레인 요거트 스무디,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,85,,1.73,,,,9.47,,,,,,28,,,,,,,,,,1.12,,3,식품의약품안전처,473g(,카페띠아모,2,수집,2022-07-04,2023-01-05,1471000,식품의약품안전처
D220-737000000-0410,스무디_플레인 요거트 스무디,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,86,,1.71,1.22,,17.07,15.61,,,,,,25,,,,,,,,,4.88,0.73,,3,식품의약품안전처,410g(,탐앰탐스,2,수집,2022-07-13,2023-01-05,1471000,식품의약품안전처
D220-737000000-0411,스무디_플레인 요거트 프로스트 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,68,,1.54,,,,10.70,,,,,,23,,,,,,,,,,0.84,,3,식품의약품안전처,370g(,커피마마,2,수집,2022-07-07,2023-01-05,1471000,식품의약품안전처
D220-737000000-0412,스무디_플레인 요거트 플랫치노,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,55,,1.58,,,,7.60,,,,,,19,,,,,,,,,,0.77,,3,식품의약품안전처,414g(,이디야,2,수집,2022-07-08,2023-01-05,1471000,식품의약품안전처
D220-737000000-0413,스무디_플레인 요거트 할리치노,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,82,,1.98,,,,16.38,,,,,,57,,,,,,,,,,0.25,,3,식품의약품안전처,354g(,할리스,2,수집,2022-07-11,2023-01-05,1471000,식품의약품안전처
D220-737000000-0414,스무디_플레인요거트 블렌디드,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,93,,2.12,0.85,,,13.13,,,,,,27,,,,,,,,,,,,3,식품의약품안전처,360g(,드롭탑,2,수집,2022-06-23,2023-01-05,1471000,식품의약품안전처
D220-737000000-0415,스무디_플레인요거트스무디,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,87,,1.42,,,,11.57,,,,,,12,,,,,,,,,,0.49,,3,식품의약품안전처,591g(,메가커피,2,수집,2022-07-06,2023-01-05,1471000,식품의약품안전처
D220-737000000-0416,스무디_플레인요거트스무디,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,82,,1.17,,,,15.67,,,,,,13,,,,,,,,,,1.00,,3,식품의약품안전처,600g(,빽다방,2,수집,2022-06-23,2023-01-05,1471000,식품의약품안전처
D220-737000000-0417,스무디_플레인퐁크러쉬,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,79,,1.79,,,,7.82,,,,,,26,,,,,,,,,,1.02,,3,식품의약품안전처,591g(,메가커피,2,수집,2022-07-06,2023-01-05,1471000,식품의약품안전처
D220-737000000-0418,스무디_플레인허니퐁크러쉬,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,82,,1.91,,,,6.11,,,,,,23,,,,,,,,,,1.02,,3,식품의약품안전처,591g(,메가커피,2,수집,2022-07-06,2023-01-05,1471000,식품의약품안전처
D220-737000000-0419,스무디_피넛 밀크 쉐이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,93,,1.67,,,,11.11,,,,,,63,,,,,,,,,,2.78,,3,식품의약품안전처,360g(,요거프레소,2,수집,2022-07-04,2023-01-05,1471000,식품의약품안전처
D220-737000000-0420,스무디_피스타치오 스무디 (XL),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,49,,0.76,,,,5.76,,,,,,14,,,,,,,,,,0.62,,3,식품의약품안전처,660g(,요거프레소,2,수집,2022-07-04,2023-01-05,1471000,식품의약품안전처
D220-737000000-0421,스무디_피스타치오빽스치노 소프트,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,97,,1.31,,,,3.14,,,,,,49,,,,,,,,,,3.40,,3,식품의약품안전처,765g(,빽다방,2,수집,2022-06-23,2023-01-05,1471000,식품의약품안전처
D220-737000000-0422,스무디_피스타치오빽스치노,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,86,,1.28,,,,1.92,,,,,,53,,,,,,,,,,2.56,,3,식품의약품안전처,625g(,빽다방,2,수집,2022-06-23,2023-01-05,1471000,식품의약품안전처
D220-737000000-0423,스무디_피치 딸기 크러쉬,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,55,,0.00,,,,13.28,,,,,,3,,,,,,,,,,0.00,,3,식품의약품안전처,354g(,할리스,2,수집,2022-07-11,2023-01-05,1471000,식품의약품안전처
D220-737000000-0424,스무디_한라봉 스노우,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,79,,0.20,,,18.00,17.80,,,,,,1,,,,,,,,,,0.16,,3,식품의약품안전처,500g(,엔젤리너스,2,수집,2022-06-27,2023-01-05,1471000,식품의약품안전처
D220-737000000-0425,스무디_허니 월넛치노,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,00,해당없음,100ml,147,,3.83,3.83,,24.47,10.85,,,,,,16,,,,,,,,,4.47,0.85,,3,식품의약품안전처,470g(,탐앰탐스,2,수집,2022-07-13,2023-01-05,1471000,식품의약품안전처
